NAME,EMAIL,GENDER,Area,latitude,longitude,,Art-Watercolor Painting,Art-Pastel Painting,Art-Pencil Drawing,Art-Charcoal Drawing,Art-Ink Illustration,Art-Woodcut Printing,Art-Linocut Printing,Art-Etching,Art-Calligraphy,Art-Ceramics,Art-Textile Arts,,Music-Bollywood,Music-Devotional,Music-Indian Classical,Music-Hindustani,Music-Carnatic,Music-Regional Music,Music-Punjabi,Music-Tamil,Music-Telugu,Music-Bengali,Music-Marathi,Music-Kannada,Music-Gujarati,Music-Pop,Music-Hip-Hop and Rap,Music-Electronic,Music-Folk,Music-Sufi and Ghazal,Music-Classical Fusion,Music-New Releases,Music-Bollywood Classics,Music-Mood-Based Playlists,Music-Artist Radio
Neelofar Singh,neelofarsingh@gmail.com,Female,Marathahalli,12.95780749,77.67145488,,0,0,0,0,0,0,0,0,0,0,0,,-0.780468344,0.655365866,1.280630282,0.35731922,-0.371868109,-1.05452684,-1.881973861,-0.672633631,-0.328173391,0.106389779,0.282020699,-0.326244617,-0.599202451,0.503376512,-0.4760947,0.712463679,-0.737948093,0.421290611,0.555854313,0.349465524,0.399008137,0.906300184,0.028907233
Prerak Gokhale,prerakgokhale@gmail.com,Female,JP Nagar,12.9016643,77.55725946,,0,0,0,0,0,0,0,0,0,0,0,,-0.140205463,1.117565402,-0.71313154,0.302347844,1.5813437,1.196893811,-0.291613985,0.921533184,-0.075626705,1.638927521,0.090310545,1.398075731,1.529279446,0.961003109,0.354019771,-0.289355494,0.345489026,0.239790872,0.989404656,-1.456701393,-0.182591966,0.371101206,-0.135379505
Myra Kalla,myrakalla@yahoo.com,Male,JP Nagar,12.90548715,77.59920346,,0,0,0,0,0,0,0,0,0,0,0,,0.520836954,0.868263367,1.095355926,1.412908821,1.663147421,1.77123189,1.309976035,0.900571614,0.592810947,-0.102480968,0.649014307,0.876943864,0.349365696,0.022323457,-0.455353223,-0.909439516,0.690407809,1.454842975,1.214203867,1.303375047,2.001853754,0.466036336,1.478693986
Ranbir Comar,ranbircomar@gmail.com,Male,Koramangala,12.93883873,77.62782336,,0,0,0,0,0,0,0,0,0,0,0,,1.363716716,0.829190264,0.210186841,1.235118521,0.645593206,1.65367272,1.050079433,0.992927736,0.736874063,0.983864017,-1.07263037,0.288525792,1.704580094,0.0310183,-0.084691968,0.572021799,0.934308735,0.930896512,0.288150988,0.606418082,0.705517686,0.171069008,0.810115945
Saanvi Majumdar,saanvimajumdar@yahoo.com,Female,JP Nagar,12.88753084,77.56876339,,0,0,0,0,0,0,0,0,0,0,0,,-2.063421942,-0.513507533,-2.160401815,-1.778709702,-0.949268719,-1.082695569,-1.266287424,-1.583252284,-2.075023613,-0.309999287,-0.472584862,-0.678355975,-1.140156199,-1.677132995,-1.165197027,-2.672830896,-2.366654513,-1.874508985,-1.829883993,-1.833503759,-1.98633519,-1.728555819,-1.113341487
Eshani Ramakrishnan,eshaniramakrishnan@gmail.com,Female,HSR Layout,12.91941492,77.65196694,,0,0,0,0,0,0,0,0,0,0,0,,-0.809379272,-1.77300464,-0.143082983,-0.866091814,-1.817944478,-0.683778867,-0.236243145,-0.884112658,0.066287368,-1.157136847,-0.190422212,-1.255909757,-1.475853424,-0.543446231,0.047903802,0.116713441,-0.924242046,-1.106916697,-0.872621651,0.676202216,-0.4650945,-0.340355453,-0.633156242
Hrishita Rajagopal,hrishitarajagopal@gmail.com,Male,Koramangala,12.92530366,77.63964903,,0,0,0,0,0,0,0,0,0,0,0,,-1.518818505,0.154244391,-1.445323812,-0.341674256,-0.844318336,0.333986557,-0.495523435,-0.07844015,-0.180881075,0.800777797,0.338241234,-0.933065535,1.145072912,0.382230103,0.941973963,0.348835435,-1.006257633,-0.498174281,-0.351088683,0.024518363,-1.022165603,-0.162271303,0.474761562
Riya Khanna,riya.khanna@outlook.com,Female,Marathahalli,12.96264561,77.68113298,,0,0,0,0,0,0,0,0,0,0,0,,1.479827318,2.421122542,1.179595728,1.276382943,1.675286486,2.657557699,1.185582077,2.076983598,1.941418048,2.850971162,1.558707145,1.811885496,4.079593243,0.890241419,0.396339972,0.736937721,2.498986149,2.622519231,1.928673939,2.308853436,2.185920174,0.849742535,1.98285369
Hrishita Keer,hrishitakeer@gmail.com,Female,Krishnarajapura,12.97912864,77.67174339,,0,0,0,0,0,0,0,0,0,0,0,,-0.063856035,0.679948579,0.606984285,1.04846768,1.667759647,0.959435221,0.208463957,0.766720425,0.206021098,0.496930563,0.608696614,1.432866129,0.131845011,-0.375232426,1.391602344,0.417613313,-0.199997488,-0.20073337,0.201974851,-0.182586341,-0.278293344,0.300362664,0.805620919
Saksham Mangal,sakshammangal@outlook.com,Female,Koramangala,12.94626704,77.6498781,,0,0,0,0,0,0,0,0,0,0,0,,-1.811287496,0.472183637,0.151782411,-0.342358765,0.314115641,-1.360125077,-1.764243788,-1.565283296,-1.920288672,-0.329626255,0.526334167,-0.19675525,0.176256428,-1.697956337,-1.285667303,-0.830324242,-1.238538728,-0.646298394,-0.895599643,-1.070139838,-1.763528243,-0.85425456,0.018216073
Urvi Choudhry,urvichoudhry@gmail.com,Female,Koramangala,12.94146829,77.64130688,,0,0,0,0,0,0,0,0,0,0,0,,0.308435758,-0.635553931,-0.609407316,-0.2320028,-0.663285149,0.730172746,0.330003332,-0.408408578,-0.515066329,0.208753781,1.169910185,-0.378390503,0.188495595,0.303724906,1.088435411,-0.399995742,-0.151430108,-0.275908777,-0.435602533,-0.717593589,-1.043405892,-0.768748904,-0.630782531
Mahika Garg,mahikagarg@yahoo.com,Female,HSR Layout,12.925728,77.65119551,,0,0,0,0,0,0,0,0,0,0,0,,0.526745052,0.460041415,-0.217479868,-0.227805328,-1.052002679,-0.394467264,2.292555382,-0.546977042,-1.173712956,0.526368403,0.485819062,0.369576875,0.927785241,-1.150626689,0.980701872,1.623573877,1.327570049,1.35191861,0.499340411,0.064428064,0.514379156,1.550069769,0.890774096
Abram Chowdhury,abramchowdhury@gmail.com,Male,Sarjapur,12.85712036,77.79611043,,0,0,0,0,0,0,0,0,0,0,0,,1.504654755,0.533884562,0.028799775,-0.247869254,-2.290839328,-0.749793768,0.545911801,-2.125060175,-0.876378831,0.092271195,0.160702958,-2.098157191,0.568958095,-0.198530203,0.058602468,0.685455634,-0.61385991,0.264126905,-1.36716939,-0.047247808,-0.25195994,-0.079010908,-0.07002977
Arhaan Bandi,arhaanbandi@gmail.com,Female,Koramangala,12.94276623,77.63588574,,0,0,0,0,0,0,0,0,0,0,0,,-0.297995462,0.408814195,-0.06567182,0.256262762,-0.062959092,0.624132076,-0.102335327,-0.883662344,-0.836779405,0.813047574,0.718750655,-0.278462678,0.709816357,-0.204631983,-0.175573649,-1.117150606,-0.070184942,0.300779265,-0.4784394,-0.984793322,0.746893352,-0.77659202,0.799888981
Bhavin Deshpande,bhavindeshpande@gmail.com,Female,Varthur,12.91201396,77.76602588,,0,0,0,0,0,0,0,0,0,0,0,,-0.427993552,-2.542322475,-0.024617454,0.789499452,-2.003669907,-1.610078674,0.333433238,-0.863376835,-1.0404363,-1.16932928,-2.975418704,-1.360924932,0.536191754,-0.687905067,0.324735241,0.325661161,-0.046327644,-0.35254043,-0.296240319,-0.073113593,-1.077814824,0.220777058,-0.839076377
Amira Kapur,amirakapur@gmail.com,Male,JP Nagar,12.89383971,77.55741057,,0,0,0,0,0,0,0,0,0,0,0,,-0.592100543,0.133922549,-0.399977081,0.378348286,-0.327272377,-0.944328923,-0.324577763,-0.760431058,-1.201545357,-0.963691683,0.342481504,-1.027839773,-1.773262362,-1.414971868,-0.9618522,0.139271169,-0.276835817,-0.398695274,-0.619298001,-0.246715164,-0.826568442,-0.403358177,-0.829363297
Seher Sen,sehersen@yahoo.com,Female,Sarjapur,12.84518863,77.81597311,,0,0,0,0,0,0,0,0,0,0,0,,0.709654194,-0.292132808,0.327578642,-0.233176094,-1.031003937,-0.456409701,0.867950764,-1.159006678,-0.526439206,0.619983993,-0.403659268,-1.018694122,0.485822371,0.059948257,-0.988702214,-0.830817362,-0.551850047,-1.020553752,-0.164542698,0.148820888,-0.286762149,0.505582886,-0.468416358
Raunak Sha,raunaksha@gmail.com,Male,JP Nagar,12.90606972,77.55850713,,0,0,0,0,0,0,0,0,0,0,0,,1.747624701,0.7570499,0.60809156,1.75804111,-0.537007824,-0.513750977,0.732914862,-0.744650469,-0.17467706,-1.254552147,-0.674560873,-0.046252464,0.100953984,-0.074335165,0.206468903,-0.757657547,-0.618010266,0.400586415,0.463949333,-0.587004561,-0.095859406,-0.5996487,-0.089803515
Ahana  Dada,ahanadada@outlook.com,Male,HSR Layout,12.90245555,77.65007164,,0,0,0,0,0,0,0,0,0,0,0,,-1.708327045,-2.420866157,-2.284407448,-1.574669914,-2.799539485,-2.406270707,-0.42640277,-1.333886403,-2.472135093,-1.89943058,-2.498033022,-2.665899287,-1.219938509,-2.1598996,-1.440150226,-1.407826093,-1.65190748,-3.028020816,-2.953050357,-1.910387482,-2.160233986,-1.836495073,-3.079486346
Mehul Wason,mehulwason@gmail.com,Female,Koramangala,12.91314743,77.65120554,,0,0,0,0,0,0,0,0,0,0,0,,1.417449675,1.243429168,0.624046878,1.277767254,0.398346935,0.475309877,1.315314218,0.303532133,1.036529766,0.258963427,0.249006346,0.441278037,0.613498296,1.54330004,0.631524703,0.833599724,0.67806021,1.291554442,1.570061804,1.081983004,1.372813078,2.311304357,1.539791129
Jiya Dhaliwal,jiyadhaliwal@gmail.com,Male,JP Nagar,12.88644425,77.58284357,,0,0,0,0,0,0,0,0,0,0,0,,1.200642328,0.331364607,0.893035853,0.511487545,0.07132191,0.345342492,0.274383118,0.796835249,0.203126229,1.26932367,1.039528752,-0.449288288,1.025741421,0.934743888,0.776155667,1.23940662,1.485677996,1.168230635,0.480357319,1.298029717,0.829332797,0.87160337,0.199580989
Dhanush Mandal,dhanushmandal@yahoo.com,Male,JP Nagar,12.90668409,77.5773859,,0,0,0,0,0,0,0,0,0,0,0,,-0.544786046,-0.492085768,-0.981525024,0.059275832,-0.150715627,-0.622365073,-0.911375556,0.113132311,-0.599220234,-0.108999652,0.233760799,0.964234931,-0.518655998,-0.268648807,0.092095083,-0.228720064,0.402315762,-0.513556211,0.258723036,-0.307623688,-0.420716607,-0.270668297,-0.337464057
Prerak Hayre,prerakhayre@gmail.com,Female,JP Nagar,12.89791404,77.60351511,,0,0,0,0,0,0,0,0,0,0,0,,0.51499285,1.430683797,1.173168857,0.688181185,1.237180474,-0.417494814,-0.607881544,0.379706697,-0.301385837,0.200539748,-0.014366086,0.290249174,0.790098087,0.603132043,0.410525907,-0.269565392,0.277823836,2.338865256,1.664276448,1.30830188,0.848049839,0.0782448,1.017559471
Adira Sarraf,adirasarraf@yahoo.com,Male,HSR Layout,12.90612425,77.62758513,,0,0,0,0,0,0,0,0,0,0,0,,-0.198235751,1.098573333,-0.52317332,0.213454328,-0.407183958,0.774183656,1.562015684,-0.24443377,-0.199477979,2.015947307,0.69505055,-0.457137978,2.703192756,-0.037847946,0.982202363,0.159836947,1.112932648,0.82892173,0.086776228,0.632820396,1.640579351,0.290106057,0.223433269
Aarna Rama,aarnarama@gmail.com,Male,Marathahalli,12.96993884,77.68713116,,0,0,0,0,0,0,0,0,0,0,0,,0.530130789,-0.494164464,-1.060078461,-0.5111718,-0.582627697,-0.165593327,0.667390172,-0.233644465,0.572543216,-0.612467097,-0.266813883,-0.448729631,-0.671091573,-0.515858183,0.240980357,0.202273304,-0.084989343,-0.914425206,-0.768969647,-0.119761228,-0.556131302,-0.842681262,-1.364117446
Anika Sharma,anika.sharma@gmail.com,Female,JP Nagar,12.89988513,77.58087856,,0,0,0,0,0,0,0,0,0,0,0,,-1.631209659,-0.540484003,0.529351016,-0.196967629,0.942075112,0.511339084,-0.323376608,1.11001709,1.924869126,0.790939989,0.434241773,1.87459946,0.622127998,-0.450929758,0.557442296,0.526251955,0.878101836,-0.011658968,1.128139593,1.351742018,0.218752886,-0.092633129,0.832769107
Romil Mallick,romilmallick@gmail.com,Male,Koramangala,12.9229795,77.64781784,,0,0,0,0,0,0,0,0,0,0,0,,0.543305397,0.240411018,0.911545409,1.462843205,1.941106489,2.11673738,1.38699373,1.907916577,1.405012629,1.110646767,1.681369336,1.515212549,0.682614366,1.834921606,-0.360327272,1.081998894,1.43558683,1.04114754,1.517645202,1.473275709,2.205524051,2.305718785,1.290805688
Samiha Manda,samihamanda@outlook.com,Male,Krishnarajapura,13.01062673,77.68423819,,0,0,0,0,0,0,0,0,0,0,0,,-0.278655852,-0.567258104,-0.75654508,-1.288624464,-0.068726643,0.762050481,-0.462453098,1.222224594,1.250463054,0.479792597,1.274234007,1.308391627,0.20833698,1.113136025,-0.287784167,0.855401725,0.442892581,-0.284530559,0.830453853,1.097146205,0.793559559,0.220286948,-0.11228167
Mamooty Master,mamootymaster@gmail.com,Female,Koramangala,12.95997756,77.63447403,,0,0,0,0,0,0,0,0,0,0,0,,-0.185769243,0.113668742,-0.594102625,-0.818852517,0.517754848,-0.675429608,-0.873046374,-0.119171103,-0.196753346,0.859817344,0.107102205,-0.361593677,-0.670047927,0.336632445,-0.264750447,0.36238646,-0.673927409,-0.959538413,-0.063495285,-0.435447317,-1.143179251,-0.54111212,-0.465495902
Misha Chokshi,mishachokshi@gmail.com,Female,Sarjapur,12.83497636,77.80023673,,0,0,0,0,0,0,0,0,0,0,0,,-0.233600244,0.932861035,0.372840504,0.495300287,-0.125629495,-0.540073149,0.501514455,-0.571929372,-0.994706428,0.621161552,1.246379195,-0.825048855,-1.528972566,-0.455589462,0.169060852,0.109725678,0.924959104,-0.078607316,-0.027982023,-0.710215994,-0.118757985,0.293086446,0.355994898
Faiyaz Dalal,faiyazdalal@gmail.com,Male,Koramangala,12.9081507,77.57896577,,0,0,0,0,0,0,0,0,0,0,0,,0.475326485,-0.596759463,-1.357444285,-1.128270372,-0.614459329,-0.509680559,-0.489243473,-0.443628182,0.274986606,0.05824727,-0.025578812,0.432507367,0.110007572,0.698237911,0.238743978,0.107327461,-0.964593027,-0.241749974,-0.625453333,-0.401711804,-0.014162166,-0.691635471,-0.64100563
Suhana Basu,suhanabasu@outlook.com,Male,HSR Layout,12.88579972,77.63350062,,0,0,0,0,0,0,0,0,0,0,0,,0.202141507,-0.176383793,-0.429351893,0.723991049,-0.773569522,0.649161908,0.136693749,0.189180158,0.545078073,-0.043833855,-0.985997147,-0.273317938,1.477827087,1.24516683,1.198235768,0.885110158,0.38714887,1.11833293,0.649521216,0.185501881,0.440822582,0.656666722,0.686121484
Arhaan Raj,arhaanraj@yahoo.com,Female,Koramangala,12.93928946,77.67063022,,0,0,0,0,0,0,0,0,0,0,0,,3.177298859,1.882231063,1.612926406,1.907926257,2.160347471,2.697596517,1.290827513,1.345548959,1.36311277,3.102599088,1.5891628,1.481250755,2.300284038,2.428533721,0.29634423,0.173204683,3.075488964,2.215111019,1.692514759,1.09894225,3.221075012,0.965767961,2.271154913
Madhav Dey,madhavdey@yahoo.com,Male,JP Nagar,12.8892742,77.56784266,,0,0,0,0,0,0,0,0,0,0,0,,-0.348721269,2.226779036,0.0817874,0.385654859,0.690273296,0.2509992,0.240446281,-0.451310474,-1.045560432,0.331324953,-0.083405479,-0.171174645,0.683811719,-1.527711584,-1.954033185,-1.419393837,0.187493362,0.946052711,0.322789915,-1.017589626,0.350079587,0.825268459,0.381528902
Tanya Bera,tanyabera@gmail.com,Female,Krishnarajapura,13.00750543,77.71326559,,0,0,0,0,0,0,0,0,0,0,0,,1.441972123,0.114865453,-0.179004156,0.140026416,-1.337753932,-0.871087024,-0.28123764,-0.60966918,-0.874267238,-0.205636254,0.675454942,-0.25797215,-0.398401901,1.529728657,1.654478131,0.483888469,-0.481229935,0.042547466,-0.132564197,0.502388653,0.72373169,0.493111095,0.263873129
Biju Raja,bijuraja@yahoo.com,Female,HSR Layout,12.90525472,77.64034963,,0,0,0,0,0,0,0,0,0,0,0,,1.44665175,1.899086649,1.54180941,0.867973914,3.440997902,3.077082846,1.963696538,1.425287149,1.53729796,1.952826354,1.137280868,1.295687106,2.590166471,0.85800348,0.561750264,0.812544206,2.813000128,1.755778012,1.369767641,0.678160257,1.171510981,1.525156327,2.113186902
Mohanlal Venkataraman,mohanlalvenkataraman@yahoo.com,Female,JP Nagar,12.90668957,77.5648583,,0,0,0,0,0,0,0,0,0,0,0,,0.435143704,0.624022383,1.81098471,1.018876222,0.425335018,-1.085921689,0.003494814,0.265753359,0.436411644,-1.124546812,-1.181381027,0.875919607,-0.283631548,0.495313903,0.266926925,0.863628506,0.056854178,1.255642761,1.710712116,1.117440071,0.399150937,1.733481467,0.98151659
Shamik Apte,shamikapte@gmail.com,Female,Koramangala,12.92589519,77.62606247,,0,0,0,0,0,0,0,0,0,0,0,,-1.018372893,-0.559397467,0.554307988,0.521636895,0.704110176,-0.239543348,-0.46745792,0.11119084,0.296342798,0.308290339,-0.065668875,1.015620555,-0.377995816,-0.606288132,-0.414432286,-0.218926442,-0.071583896,-0.290933662,0.798324814,-0.238521036,-0.124097077,-0.552055209,0.366200371
Samar Bhargava,samarbhargava@gmail.com,Male,JP Nagar,12.87885202,77.60226178,,0,0,0,0,0,0,0,0,0,0,0,,-0.802640688,-0.42848271,0.177003933,-0.117678235,0.436620701,-0.396637285,-0.548093922,-0.438916932,-0.129252826,-0.000279575,-0.831585943,-1.569097927,-0.576815792,-0.422282942,-0.337023188,-1.202159945,-0.344158157,-1.442153079,-1.033966009,-0.30716547,-0.154798574,-1.013661369,-0.987887079
Romil Dave,romildave@yahoo.com,Male,Krishnarajapura,12.992221,77.68520128,,0,0,0,0,0,0,0,0,0,0,0,,-0.642408697,0.762645163,0.306605353,-0.250293109,-0.319576906,0.220622118,-0.765376939,-0.066417525,-0.624151298,0.280710001,-1.04932828,-0.329117093,1.05852249,-1.018593301,0.559107594,-0.987888177,0.189794947,0.240700885,-0.147920083,-0.592839294,-0.803336551,-0.592625815,0.102641115
Mohanlal Shanker,mohanlalshanker@gmail.com,Female,HSR Layout,12.93817356,77.65408002,,0,0,0,0,0,0,0,0,0,0,0,,-0.075390627,-1.816131007,-1.925982662,-2.48192411,-1.101328409,-1.113953326,-0.506434722,-0.529333533,0.756140101,-1.537481351,-1.569999811,1.69710045,0.785794156,-0.128947809,-0.553485539,-0.049474072,-1.568285353,-1.300923146,-1.27840709,-0.655968486,-1.053970864,-1.434175997,-0.317937467
Rhea Reddy,rheareddy@gmail.com,Male,Koramangala,12.92636081,77.61760551,,0,0,0,0,0,0,0,0,0,0,0,,-0.541986373,-1.210335116,0.285431696,0.50882249,-0.750290001,-0.116273071,-0.093005132,-1.249601905,-0.529472239,-1.027914512,-0.507745303,-1.831728658,-0.756569361,-0.705910399,-0.502606477,-1.344852634,-0.287052969,-1.603963801,-1.292830999,-1.53618557,-1.393450384,-0.648871136,-1.108969773
Trisha Kapur,trishakapur@outlook.com,Female,Krishnarajapura,12.9878923,77.69589888,,0,0,0,0,0,0,0,0,0,0,0,,-2.269712978,-2.063324705,-1.328763747,-1.527482969,-0.65064352,-2.134094487,-1.872577346,-1.136055306,-1.628282409,-2.938909241,-2.448703709,-1.179736291,-1.320531184,-1.337599399,-0.725670124,-1.392854753,-2.082656481,-1.108092379,-1.06083091,-0.746378812,-1.645326474,-1.74666186,-1.951857154
Pranay Sharma,pranaysharma@gmail.com,Female,Koramangala,12.93986474,77.63865195,,0,0,0,0,0,0,0,0,0,0,0,,-0.489890866,0.293036943,0.773729602,1.083843676,0.326131953,-0.298748517,-1.419110608,0.738685903,0.066569213,0.081226105,-1.219082592,-0.309888358,0.042835101,-0.408926614,-0.521255399,-0.492879583,-0.955781728,0.108543695,0.008370177,1.294915448,0.09710509,-0.791511301,-0.174514506
Vihaan Kurian,vihaankurian@gmail.com,Female,HSR Layout,12.92535681,77.64845205,,0,0,0,0,0,0,0,0,0,0,0,,0.23549184,0.586355099,-0.088876379,-0.201021918,0.230327906,0.011185822,0.124124337,-0.206666955,-0.0113374,-0.247883614,0.625477352,-0.220736692,0.013860515,-0.220181059,-0.585368074,-1.237049244,-0.585613509,-0.541206021,-0.463723553,-0.33173704,-0.017375431,-0.782802633,-0.115807404
Nirvi Raju,nirviraju@yahoo.com,Female,Koramangala,12.92607507,77.63354972,,0,0,0,0,0,0,0,0,0,0,0,,-0.415522761,-0.359946628,0.05013329,-0.152695573,0.090800464,-0.003886629,-0.208444644,-0.967092592,-0.634058144,-0.643281092,0.131885623,-1.225794614,-0.767335866,-0.967244677,-1.047445392,-0.917486333,-0.033222098,-0.11065112,-0.689906943,0.59933521,-0.817800944,-1.301181852,0.622509919
Miraan Amble,miraanamble@outlook.com,Male,Sarjapur,12.87082419,77.79005521,,0,0,0,0,0,0,0,0,0,0,0,,-0.658072418,-1.136166975,0.153559463,-0.043014922,-0.020060561,-0.711240262,0.436049623,-0.524594656,0.181403534,-0.850025298,-1.680522781,-0.651724325,-0.302221665,-0.655165746,0.007009484,-0.154689779,-0.083052339,-1.5307355,-0.678296748,-1.145471738,-0.92125731,-0.671930441,-0.834230398
Shray Grover,shraygrover@gmail.com,Female,HSR Layout,12.87684498,77.64491213,,0,0,0,0,0,0,0,0,0,0,0,,0.361113756,0.185657116,-0.808181003,-1.369249526,0.162223793,0.430983084,0.94639378,-0.613166686,-0.181399785,0.381635357,-1.059106546,-0.247076961,1.247632329,-0.846114755,-1.058649741,-1.28486558,-0.961414978,-1.138128367,-1.491905392,-0.938869127,-1.006896047,-0.360924101,-0.238191346
Hrishita Barad,hrishitabarad@gmail.com,Male,HSR Layout,12.86240897,77.63012627,,0,0,0,0,0,0,0,0,0,0,0,,-0.021116842,0.682952855,0.738035513,0.893036253,0.055653368,0.703634778,0.267048431,1.124823082,1.136380981,1.751613052,1.648461537,0.738937972,1.016229555,0.855779571,1.113012011,1.371049242,1.0349037,0.773122916,1.129827162,1.213354621,0.732504258,0.623712004,1.708090264
Divij Karpe,divijkarpe@gmail.com,Male,HSR Layout,12.89762052,77.65208477,,0,0,0,0,0,0,0,0,0,0,0,,0.807008769,0.401176187,-0.253787736,-0.741736751,0.0987246,1.419800334,2.106146179,-0.351851531,0.254399399,1.262242887,1.243958256,-0.307403157,0.835763587,0.892705385,1.359321864,0.057499731,0.121071588,-0.176409215,-0.876837236,0.292584048,0.819844693,0.162925263,1.641717597
Azad Wali,azadwali@gmail.com,Male,Sarjapur,12.85206089,77.79723905,,0,0,0,0,0,0,0,0,0,0,0,,-0.965920883,-0.243428412,-2.000130848,-1.569194188,-1.72135939,-1.436210137,-1.599789334,-0.310816746,-1.040428641,-0.189205153,-0.902046233,-1.576106365,0.172362545,-0.199272893,-0.349002309,-0.331362194,-1.626942436,-0.535799964,-1.297482253,-0.384743463,-0.783311707,-1.172064815,-1.194796141
Damini Mangal,daminimangal@outlook.com,Female,Sarjapur,12.84542139,77.77313402,,0,0,0,0,0,0,0,0,0,0,0,,-0.327845463,-0.405291169,0.914210841,0.278292437,-1.164779685,-0.214503001,0.144622083,-0.392498453,-0.348691951,-0.180119346,0.802022822,-1.86970035,-1.195683231,-0.110491604,0.397066188,0.491377241,0.697233187,0.446584179,-0.377958528,-0.072824782,0.188969387,0.720038918,-0.399939261
Ishaan Bakshi,ishaanbakshi@gmail.com,Male,HSR Layout,12.92597901,77.63271038,,0,0,0,0,0,0,0,0,0,0,0,,-1.67785196,-1.482401389,-1.6687971,-0.79785396,-0.188933811,0.067669958,-1.166894894,0.628345337,0.333562742,-0.491767692,-0.414921143,0.181782974,-0.608893534,-0.541266131,-0.196319679,-1.680308957,-0.87869211,-0.56413689,-0.24835432,0.144376995,-0.636918739,-1.927716744,-0.938051802
Umang Iyer,umangiyer@gmail.com,Female,JP Nagar,12.88667959,77.5877881,,0,0,0,0,0,0,0,0,0,0,0,,1.100861513,2.714706556,2.986744912,2.346704301,2.181874657,1.943654531,1.536767902,1.113453956,1.567603226,2.5424197,3.203911519,1.022348942,1.142491454,1.28697551,0.014431791,1.824975517,3.408511631,2.306927412,2.971573776,0.930709294,1.725301187,2.366426272,2.364694243
Kismat Rama,kismatrama@yahoo.com,Male,Sarjapur,12.8683708,77.8339474,,0,0,0,0,0,0,0,0,0,0,0,,1.257951221,1.392553065,-0.297723919,0.966308141,0.264980951,0.240958683,0.500958865,0.258900642,0.250824291,-0.50078896,-0.0362383,0.891283912,-0.743636608,0.429674798,1.402330758,0.209831414,0.076314893,0.515495947,0.490088933,-0.394880657,0.201289863,0.474394826,0.315571293
